Entity,Code,Day,Daily hospital occupancy
Switzerland,CHE,2020-12-07,2865
Switzerland,CHE,2020-12-08,2884
Switzerland,CHE,2020-12-09,2831
Switzerland,CHE,2020-12-10,2769
Switzerland,CHE,2020-12-11,2748
Switzerland,CHE,2020-12-12,2770
Switzerland,CHE,2020-12-13,2865
Switzerland,CHE,2020-12-14,2910
Switzerland,CHE,2020-12-15,2880
Switzerland,CHE,2020-12-16,2834
Switzerland,CHE,2020-12-17,2840
Switzerland,CHE,2020-12-18,2742
Switzerland,CHE,2020-12-19,2744
Switzerland,CHE,2020-12-20,2795
Switzerland,CHE,2020-12-21,2823
Switzerland,CHE,2020-12-22,2759
Switzerland,CHE,2020-12-23,2656
Switzerland,CHE,2020-12-24,2541
Switzerland,CHE,2020-12-25,2465
Switzerland,CHE,2020-12-26,2543
Switzerland,CHE,2020-12-27,2582
Switzerland,CHE,2020-12-28,2649
Switzerland,CHE,2020-12-29,2729
Switzerland,CHE,2020-12-30,2629
Switzerland,CHE,2020-12-31,2580
Switzerland,CHE,2021-01-01,2528
Switzerland,CHE,2021-01-02,2568
Switzerland,CHE,2021-01-03,2661
Switzerland,CHE,2021-01-04,2697
Switzerland,CHE,2021-01-05,2689
Switzerland,CHE,2021-01-06,2608
Switzerland,CHE,2021-01-07,2458
Switzerland,CHE,2021-01-08,2383
Switzerland,CHE,2021-01-09,2378
Switzerland,CHE,2021-01-10,2409
Switzerland,CHE,2021-01-11,2421
Switzerland,CHE,2021-01-12,2307
Switzerland,CHE,2021-01-13,2230
Switzerland,CHE,2021-01-14,2145
Switzerland,CHE,2021-01-15,2076
Switzerland,CHE,2021-01-16,2008
Switzerland,CHE,2021-01-17,1993
Switzerland,CHE,2021-01-18,1978
Switzerland,CHE,2021-01-19,1933
Switzerland,CHE,2021-01-20,1792
Switzerland,CHE,2021-01-21,1731
Switzerland,CHE,2021-01-22,1688
Switzerland,CHE,2021-01-23,1655
Switzerland,CHE,2021-01-24,1651
Switzerland,CHE,2021-01-25,1658
Switzerland,CHE,2021-01-26,1592
Switzerland,CHE,2021-01-27,1533
Switzerland,CHE,2021-01-28,1449
Switzerland,CHE,2021-01-29,1605
Switzerland,CHE,2021-01-30,1394
Switzerland,CHE,2021-01-31,1409
Switzerland,CHE,2021-02-01,1408
Switzerland,CHE,2021-02-02,1349
Switzerland,CHE,2021-02-03,1338
Switzerland,CHE,2021-02-04,1281
Switzerland,CHE,2021-02-05,1211
Switzerland,CHE,2021-02-06,1239
Switzerland,CHE,2021-02-07,1238
Switzerland,CHE,2021-02-08,1255
Switzerland,CHE,2021-02-09,1197
Switzerland,CHE,2021-02-10,1136
Switzerland,CHE,2021-02-11,1086
Switzerland,CHE,2021-02-12,1048
Switzerland,CHE,2021-02-13,1054
Switzerland,CHE,2021-02-14,1055
Switzerland,CHE,2021-02-15,1050
Switzerland,CHE,2021-02-16,1020
Switzerland,CHE,2021-02-17,1018
Switzerland,CHE,2021-02-18,968
Switzerland,CHE,2021-02-19,986
Switzerland,CHE,2021-02-20,990
Switzerland,CHE,2021-02-21,1007
Switzerland,CHE,2021-02-22,976
Switzerland,CHE,2021-02-23,955
Switzerland,CHE,2021-02-24,925
Switzerland,CHE,2021-02-25,935
Switzerland,CHE,2021-02-26,897
Switzerland,CHE,2021-02-27,887
Switzerland,CHE,2021-02-28,892
Switzerland,CHE,2021-03-01,932
Switzerland,CHE,2021-03-02,937
Switzerland,CHE,2021-03-03,912
Switzerland,CHE,2021-03-04,885
Switzerland,CHE,2021-03-05,841
Switzerland,CHE,2021-03-06,846
Switzerland,CHE,2021-03-07,872
Switzerland,CHE,2021-03-08,899
Switzerland,CHE,2021-03-09,881
Switzerland,CHE,2021-03-10,877
Switzerland,CHE,2021-03-11,855
Switzerland,CHE,2021-03-12,827
Switzerland,CHE,2021-03-13,834
Switzerland,CHE,2021-03-14,843
Switzerland,CHE,2021-03-15,854
Switzerland,CHE,2021-03-16,874
Switzerland,CHE,2021-03-17,850
Switzerland,CHE,2021-03-18,820
Switzerland,CHE,2021-03-19,816
Switzerland,CHE,2021-03-20,825
Switzerland,CHE,2021-03-21,859
Switzerland,CHE,2021-03-22,851
Switzerland,CHE,2021-03-23,859
Switzerland,CHE,2021-03-24,815
Switzerland,CHE,2021-03-25,822
Switzerland,CHE,2021-03-26,786
Switzerland,CHE,2021-03-27,818
Switzerland,CHE,2021-03-28,885
Switzerland,CHE,2021-03-29,921
Switzerland,CHE,2021-03-30,923
Switzerland,CHE,2021-03-31,904
Switzerland,CHE,2021-04-01,926
Switzerland,CHE,2021-04-02,953
Switzerland,CHE,2021-04-03,992
Switzerland,CHE,2021-04-04,1038
Switzerland,CHE,2021-04-05,1034
Switzerland,CHE,2021-04-06,1065
Switzerland,CHE,2021-04-07,1057
Switzerland,CHE,2021-04-08,1041
Switzerland,CHE,2021-04-09,1025
Switzerland,CHE,2021-04-10,1062
Switzerland,CHE,2021-04-11,1075
Switzerland,CHE,2021-04-12,1087
Switzerland,CHE,2021-04-13,1087
Switzerland,CHE,2021-04-14,1033
Switzerland,CHE,2021-04-15,986
Switzerland,CHE,2021-04-16,996
Switzerland,CHE,2021-04-17,1007
Switzerland,CHE,2021-04-18,1053
Switzerland,CHE,2021-04-19,1072
Switzerland,CHE,2021-04-20,1045
Switzerland,CHE,2021-04-21,1051
Switzerland,CHE,2021-04-22,1076
Switzerland,CHE,2021-04-23,1044
Switzerland,CHE,2021-04-24,1038
Switzerland,CHE,2021-04-25,1092
Switzerland,CHE,2021-04-26,1114
Switzerland,CHE,2021-04-27,1093
Switzerland,CHE,2021-04-28,1078
Switzerland,CHE,2021-04-29,1028
Switzerland,CHE,2021-04-30,1028
Switzerland,CHE,2021-05-01,1036
Switzerland,CHE,2021-05-02,1062
Switzerland,CHE,2021-05-03,1062
Switzerland,CHE,2021-05-04,1021
Switzerland,CHE,2021-05-05,957
Switzerland,CHE,2021-05-06,918
Switzerland,CHE,2021-05-07,851
Switzerland,CHE,2021-05-08,846
Switzerland,CHE,2021-05-09,876
Switzerland,CHE,2021-05-10,873
Switzerland,CHE,2021-05-11,844
Switzerland,CHE,2021-05-12,806
Switzerland,CHE,2021-05-13,778
Switzerland,CHE,2021-05-14,739
Switzerland,CHE,2021-05-15,731
Switzerland,CHE,2021-05-16,722
Switzerland,CHE,2021-05-17,691
Switzerland,CHE,2021-05-18,690
Switzerland,CHE,2021-05-19,658
Switzerland,CHE,2021-05-20,650
Switzerland,CHE,2021-05-21,637
Switzerland,CHE,2021-05-22,593
Switzerland,CHE,2021-05-23,606
Switzerland,CHE,2021-05-24,639
Switzerland,CHE,2021-05-25,629
Switzerland,CHE,2021-05-26,588
Switzerland,CHE,2021-05-27,562
Switzerland,CHE,2021-05-28,541
Switzerland,CHE,2021-05-29,518
Switzerland,CHE,2021-05-30,511
Switzerland,CHE,2021-05-31,498
Switzerland,CHE,2021-06-01,484
Switzerland,CHE,2021-06-02,428
Switzerland,CHE,2021-06-03,423
Switzerland,CHE,2021-06-04,405
Switzerland,CHE,2021-06-05,401
Switzerland,CHE,2021-06-06,388
Switzerland,CHE,2021-06-07,388
Switzerland,CHE,2021-06-08,365
Switzerland,CHE,2021-06-09,361
Switzerland,CHE,2021-06-10,337
Switzerland,CHE,2021-06-11,289
Switzerland,CHE,2021-06-12,284
Switzerland,CHE,2021-06-13,279
Switzerland,CHE,2021-06-14,283
Switzerland,CHE,2021-06-15,261
Switzerland,CHE,2021-06-16,247
Switzerland,CHE,2021-06-17,228
Switzerland,CHE,2021-06-18,210
Switzerland,CHE,2021-06-19,198
Switzerland,CHE,2021-06-20,198
Switzerland,CHE,2021-06-21,205
Switzerland,CHE,2021-06-22,183
Switzerland,CHE,2021-06-23,174
Switzerland,CHE,2021-06-24,170
Switzerland,CHE,2021-06-25,147
Switzerland,CHE,2021-06-26,147
Switzerland,CHE,2021-06-27,142
Switzerland,CHE,2021-06-28,138
Switzerland,CHE,2021-06-29,127
Switzerland,CHE,2021-06-30,121
Switzerland,CHE,2021-07-01,114
Switzerland,CHE,2021-07-02,117
Switzerland,CHE,2021-07-03,102
Switzerland,CHE,2021-07-04,102
Switzerland,CHE,2021-07-05,95
Switzerland,CHE,2021-07-06,88
Switzerland,CHE,2021-07-07,79
Switzerland,CHE,2021-07-08,75
Switzerland,CHE,2021-07-09,84
Switzerland,CHE,2021-07-10,81
Switzerland,CHE,2021-07-11,88
Switzerland,CHE,2021-07-12,86
Switzerland,CHE,2021-07-13,79
Switzerland,CHE,2021-07-14,79
Switzerland,CHE,2021-07-15,83
Switzerland,CHE,2021-07-16,93
Switzerland,CHE,2021-07-17,92
Switzerland,CHE,2021-07-18,93
Switzerland,CHE,2021-07-19,145
Switzerland,CHE,2021-07-20,128
Switzerland,CHE,2021-07-21,128
Switzerland,CHE,2021-07-22,135
Switzerland,CHE,2021-07-23,141
Switzerland,CHE,2021-07-24,147
Switzerland,CHE,2021-07-25,148
Switzerland,CHE,2021-07-26,167
Switzerland,CHE,2021-07-27,173
Switzerland,CHE,2021-07-28,179
Switzerland,CHE,2021-07-29,174
Switzerland,CHE,2021-07-30,169
Switzerland,CHE,2021-07-31,179
Switzerland,CHE,2021-08-01,179
Switzerland,CHE,2021-08-02,197
Switzerland,CHE,2021-08-03,222
Switzerland,CHE,2021-08-04,222
Switzerland,CHE,2021-08-05,234
Switzerland,CHE,2021-08-06,255
Switzerland,CHE,2021-08-07,253
Switzerland,CHE,2021-08-08,253
Switzerland,CHE,2021-08-09,287
Switzerland,CHE,2021-08-10,315
Switzerland,CHE,2021-08-11,337
Switzerland,CHE,2021-08-12,353
Switzerland,CHE,2021-08-13,378
Switzerland,CHE,2021-08-14,396
Switzerland,CHE,2021-08-15,409
Switzerland,CHE,2021-08-16,533
Switzerland,CHE,2021-08-17,594
Switzerland,CHE,2021-08-18,603
Switzerland,CHE,2021-08-19,644
Switzerland,CHE,2021-08-20,671
Switzerland,CHE,2021-08-21,706
Switzerland,CHE,2021-08-22,719
Switzerland,CHE,2021-08-23,787
Switzerland,CHE,2021-08-24,829
Switzerland,CHE,2021-08-25,838
Switzerland,CHE,2021-08-26,839
Switzerland,CHE,2021-08-27,831
Switzerland,CHE,2021-08-28,837
Switzerland,CHE,2021-08-29,845
Switzerland,CHE,2021-08-30,864
Switzerland,CHE,2021-08-31,876
Switzerland,CHE,2021-09-01,890
Switzerland,CHE,2021-09-02,866
Switzerland,CHE,2021-09-03,847
Switzerland,CHE,2021-09-04,817
Switzerland,CHE,2021-09-05,830
Switzerland,CHE,2021-09-06,828
Switzerland,CHE,2021-09-07,840
Switzerland,CHE,2021-09-08,823
Switzerland,CHE,2021-09-09,835
Switzerland,CHE,2021-09-10,826
Switzerland,CHE,2021-09-11,808
Switzerland,CHE,2021-09-12,828
Switzerland,CHE,2021-09-13,833
Switzerland,CHE,2021-09-14,824
Switzerland,CHE,2021-09-15,802
Switzerland,CHE,2021-09-16,770
Switzerland,CHE,2021-09-17,718
Switzerland,CHE,2021-09-18,717
Switzerland,CHE,2021-09-19,719
Switzerland,CHE,2021-09-20,709
Switzerland,CHE,2021-09-21,710
Switzerland,CHE,2021-09-22,681
Switzerland,CHE,2021-09-23,679
Switzerland,CHE,2021-09-24,623
Switzerland,CHE,2021-09-25,581
Switzerland,CHE,2021-09-26,586
Switzerland,CHE,2021-09-27,586
Switzerland,CHE,2021-09-28,583
Switzerland,CHE,2021-09-29,560
Switzerland,CHE,2021-09-30,506
Switzerland,CHE,2021-10-01,500
Switzerland,CHE,2021-10-02,487
Switzerland,CHE,2021-10-03,482
Switzerland,CHE,2021-10-04,487
Switzerland,CHE,2021-10-05,463
Switzerland,CHE,2021-10-06,434
Switzerland,CHE,2021-10-07,438
Switzerland,CHE,2021-10-08,415
Switzerland,CHE,2021-10-09,400
Switzerland,CHE,2021-10-10,390
Switzerland,CHE,2021-10-11,415
Switzerland,CHE,2021-10-12,401
Switzerland,CHE,2021-10-13,391
Switzerland,CHE,2021-10-14,368
Switzerland,CHE,2021-10-15,362
Switzerland,CHE,2021-10-16,378
Switzerland,CHE,2021-10-17,374
Switzerland,CHE,2021-10-18,381
Switzerland,CHE,2021-10-19,388
Switzerland,CHE,2021-10-20,366
Switzerland,CHE,2021-10-21,366
Switzerland,CHE,2021-10-22,367
Switzerland,CHE,2021-10-23,384
Switzerland,CHE,2021-10-24,406
Switzerland,CHE,2021-10-25,412
Switzerland,CHE,2021-10-26,404
Switzerland,CHE,2021-10-27,380
Switzerland,CHE,2021-10-28,415
Switzerland,CHE,2021-10-29,417
Switzerland,CHE,2021-10-30,427
Switzerland,CHE,2021-10-31,439
Switzerland,CHE,2021-11-01,469
Switzerland,CHE,2021-11-02,483
Switzerland,CHE,2021-11-03,473
Switzerland,CHE,2021-11-04,488
Switzerland,CHE,2021-11-05,477
Switzerland,CHE,2021-11-06,507
Switzerland,CHE,2021-11-07,531
Switzerland,CHE,2021-11-08,554
Switzerland,CHE,2021-11-09,573
Switzerland,CHE,2021-11-10,572
Switzerland,CHE,2021-11-11,580
Switzerland,CHE,2021-11-12,620
Switzerland,CHE,2021-11-13,633
Switzerland,CHE,2021-11-14,680
Switzerland,CHE,2021-11-15,703
Switzerland,CHE,2021-11-16,717
Switzerland,CHE,2021-11-17,742
Switzerland,CHE,2021-11-18,761
Switzerland,CHE,2021-11-19,780
Switzerland,CHE,2021-11-20,807
Switzerland,CHE,2021-11-21,899
Switzerland,CHE,2021-11-22,932
Switzerland,CHE,2021-11-23,998
Switzerland,CHE,2021-11-24,1048
Switzerland,CHE,2021-11-25,1103
Switzerland,CHE,2021-11-26,1103
Switzerland,CHE,2021-11-27,1179
Switzerland,CHE,2021-11-28,1245
Switzerland,CHE,2021-11-29,1316
Switzerland,CHE,2021-11-30,1331
Switzerland,CHE,2021-12-01,1337
Switzerland,CHE,2021-12-02,1324
Switzerland,CHE,2021-12-03,1332
Switzerland,CHE,2021-12-04,1389
Switzerland,CHE,2021-12-05,1492
Switzerland,CHE,2021-12-06,1561
Switzerland,CHE,2021-12-07,1593
Switzerland,CHE,2021-12-08,1638
Switzerland,CHE,2021-12-09,1636
Switzerland,CHE,2021-12-10,1618
Switzerland,CHE,2021-12-11,1651
Switzerland,CHE,2021-12-12,1708
Switzerland,CHE,2021-12-13,1758
Switzerland,CHE,2021-12-14,1683
Switzerland,CHE,2021-12-15,1650
Switzerland,CHE,2021-12-16,1627
Switzerland,CHE,2021-12-17,1585
Switzerland,CHE,2021-12-18,1581
Switzerland,CHE,2021-12-19,1663
Switzerland,CHE,2021-12-20,1711
Switzerland,CHE,2021-12-21,1677
Switzerland,CHE,2021-12-22,1666
Switzerland,CHE,2021-12-23,1622
Switzerland,CHE,2021-12-24,1635
Switzerland,CHE,2021-12-25,1623
Switzerland,CHE,2021-12-26,1688
Switzerland,CHE,2021-12-27,1721
Switzerland,CHE,2021-12-28,1698
Switzerland,CHE,2021-12-29,1731
Switzerland,CHE,2021-12-30,1653
Switzerland,CHE,2021-12-31,1593
Switzerland,CHE,2022-01-01,1591
Switzerland,CHE,2022-01-02,1683
Switzerland,CHE,2022-01-03,1741
Switzerland,CHE,2022-01-04,1788
Switzerland,CHE,2022-01-05,1785
Switzerland,CHE,2022-01-06,1788
Switzerland,CHE,2022-01-07,1817
Switzerland,CHE,2022-01-08,1804
Switzerland,CHE,2022-01-09,1859
Switzerland,CHE,2022-01-10,1868
Switzerland,CHE,2022-01-11,1785
Switzerland,CHE,2022-01-12,1803
Switzerland,CHE,2022-01-13,1770
Switzerland,CHE,2022-01-14,1775
Switzerland,CHE,2022-01-15,1812
Switzerland,CHE,2022-01-16,1855
Switzerland,CHE,2022-01-17,1875
Switzerland,CHE,2022-01-18,1806
Switzerland,CHE,2022-01-19,1778
Switzerland,CHE,2022-01-20,1776
Switzerland,CHE,2022-01-21,1816
Switzerland,CHE,2022-01-22,1859
Switzerland,CHE,2022-01-23,1904
Switzerland,CHE,2022-01-24,1973
Switzerland,CHE,2022-01-25,1983
Switzerland,CHE,2022-01-26,1989
Switzerland,CHE,2022-01-27,1933
Switzerland,CHE,2022-01-28,1894
Switzerland,CHE,2022-01-29,1930
Switzerland,CHE,2022-01-30,1968
Switzerland,CHE,2022-01-31,2019
Switzerland,CHE,2022-02-01,1974
Switzerland,CHE,2022-02-02,1977
Switzerland,CHE,2022-02-03,1960
Switzerland,CHE,2022-02-04,1942
Switzerland,CHE,2022-02-05,1952
Switzerland,CHE,2022-02-06,2019
Switzerland,CHE,2022-02-07,2019
Switzerland,CHE,2022-02-08,1949
Switzerland,CHE,2022-02-09,1878
Switzerland,CHE,2022-02-10,1847
Switzerland,CHE,2022-02-11,1859
Switzerland,CHE,2022-02-12,1817
Switzerland,CHE,2022-02-13,1865
Switzerland,CHE,2022-02-14,1856
Switzerland,CHE,2022-02-15,1794
Switzerland,CHE,2022-02-16,1726
Switzerland,CHE,2022-02-17,1671
Switzerland,CHE,2022-02-18,1642
Switzerland,CHE,2022-02-19,1630
Switzerland,CHE,2022-02-20,1639
Switzerland,CHE,2022-02-21,1645
Switzerland,CHE,2022-02-22,1611
Switzerland,CHE,2022-02-23,1517
Switzerland,CHE,2022-02-24,1468
Switzerland,CHE,2022-02-25,1410
Switzerland,CHE,2022-02-26,1383
Switzerland,CHE,2022-02-27,1398
Switzerland,CHE,2022-02-28,1402
Switzerland,CHE,2022-03-01,1408
Switzerland,CHE,2022-03-02,1406
Switzerland,CHE,2022-03-03,1379
Switzerland,CHE,2022-03-04,1324
Switzerland,CHE,2022-03-05,1336
Switzerland,CHE,2022-03-06,1430
Switzerland,CHE,2022-03-07,1532
Switzerland,CHE,2022-03-08,1531
Switzerland,CHE,2022-03-09,1571
Switzerland,CHE,2022-03-10,1595
Switzerland,CHE,2022-03-11,1599
Switzerland,CHE,2022-03-12,1608
Switzerland,CHE,2022-03-13,1687
Switzerland,CHE,2022-03-14,1779
Switzerland,CHE,2022-03-15,1801
Switzerland,CHE,2022-03-16,1845
Switzerland,CHE,2022-03-17,1807
Switzerland,CHE,2022-03-18,1796
Switzerland,CHE,2022-03-19,1856
Switzerland,CHE,2022-03-20,1925
Switzerland,CHE,2022-03-21,2040
Switzerland,CHE,2022-03-22,1986
Switzerland,CHE,2022-03-23,1925
Switzerland,CHE,2022-03-24,1883
Switzerland,CHE,2022-03-25,1808
Switzerland,CHE,2022-03-26,1778
Switzerland,CHE,2022-03-27,1801
Switzerland,CHE,2022-03-28,1859
Switzerland,CHE,2022-03-29,1832
Switzerland,CHE,2022-03-30,1786
Switzerland,CHE,2022-03-31,1792
United Kingdom,GBR,2020-03-27,7267
United Kingdom,GBR,2020-03-28,8278
United Kingdom,GBR,2020-03-29,9525
United Kingdom,GBR,2020-03-30,11093
United Kingdom,GBR,2020-03-31,12597
United Kingdom,GBR,2020-04-01,13637
United Kingdom,GBR,2020-04-02,13875
United Kingdom,GBR,2020-04-03,15546
United Kingdom,GBR,2020-04-04,17502
United Kingdom,GBR,2020-04-05,18855
United Kingdom,GBR,2020-04-06,19493
United Kingdom,GBR,2020-04-07,20234
United Kingdom,GBR,2020-04-08,20740
United Kingdom,GBR,2020-04-09,21005
United Kingdom,GBR,2020-04-10,21280
United Kingdom,GBR,2020-04-11,21254
United Kingdom,GBR,2020-04-12,21687
United Kingdom,GBR,2020-04-13,21308
United Kingdom,GBR,2020-04-14,21281
United Kingdom,GBR,2020-04-15,20582
United Kingdom,GBR,2020-04-16,20389
United Kingdom,GBR,2020-04-17,19330
United Kingdom,GBR,2020-04-18,19456
United Kingdom,GBR,2020-04-19,19574
United Kingdom,GBR,2020-04-20,19331
United Kingdom,GBR,2020-04-21,19139
United Kingdom,GBR,2020-04-22,18533
United Kingdom,GBR,2020-04-23,17867
United Kingdom,GBR,2020-04-24,17063
United Kingdom,GBR,2020-04-25,16604
United Kingdom,GBR,2020-04-26,16555
United Kingdom,GBR,2020-04-27,16662
United Kingdom,GBR,2020-04-28,15877
United Kingdom,GBR,2020-04-29,15521
United Kingdom,GBR,2020-04-30,15164
United Kingdom,GBR,2020-05-01,14723
United Kingdom,GBR,2020-05-02,14380
United Kingdom,GBR,2020-05-03,14188
United Kingdom,GBR,2020-05-04,14097
United Kingdom,GBR,2020-05-05,13723
United Kingdom,GBR,2020-05-06,13148
United Kingdom,GBR,2020-05-07,12626
United Kingdom,GBR,2020-05-08,12053
United Kingdom,GBR,2020-05-09,12015
United Kingdom,GBR,2020-05-10,11727
United Kingdom,GBR,2020-05-11,11967
United Kingdom,GBR,2020-05-12,11591
United Kingdom,GBR,2020-05-13,11342
United Kingdom,GBR,2020-05-14,10921
United Kingdom,GBR,2020-05-15,10691
United Kingdom,GBR,2020-05-16,10238
United Kingdom,GBR,2020-05-17,10199
United Kingdom,GBR,2020-05-18,10231
United Kingdom,GBR,2020-05-19,10013
United Kingdom,GBR,2020-05-20,9563
United Kingdom,GBR,2020-05-21,9293
United Kingdom,GBR,2020-05-22,9184
United Kingdom,GBR,2020-05-23,8814
United Kingdom,GBR,2020-05-24,8814
United Kingdom,GBR,2020-05-25,8836
United Kingdom,GBR,2020-05-26,8732
United Kingdom,GBR,2020-05-27,8220
United Kingdom,GBR,2020-05-28,7907
United Kingdom,GBR,2020-05-29,7586
United Kingdom,GBR,2020-05-30,7268
United Kingdom,GBR,2020-05-31,7238
United Kingdom,GBR,2020-06-01,7248
United Kingdom,GBR,2020-06-02,7087
United Kingdom,GBR,2020-06-03,6815
United Kingdom,GBR,2020-06-04,6580
United Kingdom,GBR,2020-06-05,6379
United Kingdom,GBR,2020-06-06,6149
United Kingdom,GBR,2020-06-07,5944
United Kingdom,GBR,2020-06-08,5931
United Kingdom,GBR,2020-06-09,5736
United Kingdom,GBR,2020-06-10,5475
United Kingdom,GBR,2020-06-11,5179
United Kingdom,GBR,2020-06-12,5090
United Kingdom,GBR,2020-06-13,4941
United Kingdom,GBR,2020-06-14,4908
United Kingdom,GBR,2020-06-15,4870
United Kingdom,GBR,2020-06-16,4863
United Kingdom,GBR,2020-06-17,4719
United Kingdom,GBR,2020-06-18,4560
United Kingdom,GBR,2020-06-19,4414
United Kingdom,GBR,2020-06-20,4253
United Kingdom,GBR,2020-06-21,4223
United Kingdom,GBR,2020-06-22,4282
United Kingdom,GBR,2020-06-23,4135
United Kingdom,GBR,2020-06-24,4031
United Kingdom,GBR,2020-06-25,3851
United Kingdom,GBR,2020-06-26,3621
United Kingdom,GBR,2020-06-27,3545
United Kingdom,GBR,2020-06-28,3558
United Kingdom,GBR,2020-06-29,3749
United Kingdom,GBR,2020-06-30,3384
United Kingdom,GBR,2020-07-01,3199
United Kingdom,GBR,2020-07-02,3080
United Kingdom,GBR,2020-07-03,2943
United Kingdom,GBR,2020-07-04,2803
United Kingdom,GBR,2020-07-05,2742
United Kingdom,GBR,2020-07-06,2700
United Kingdom,GBR,2020-07-07,2599
United Kingdom,GBR,2020-07-08,2455
United Kingdom,GBR,2020-07-09,2346
United Kingdom,GBR,2020-07-10,2245
United Kingdom,GBR,2020-07-11,2120
United Kingdom,GBR,2020-07-12,2102
United Kingdom,GBR,2020-07-13,2114
United Kingdom,GBR,2020-07-14,1994
United Kingdom,GBR,2020-07-15,1975
United Kingdom,GBR,2020-07-16,1830
United Kingdom,GBR,2020-07-17,1805
United Kingdom,GBR,2020-07-18,1777
United Kingdom,GBR,2020-07-19,1743
United Kingdom,GBR,2020-07-20,1735
United Kingdom,GBR,2020-07-21,1635
United Kingdom,GBR,2020-07-22,1748
United Kingdom,GBR,2020-07-23,1539
United Kingdom,GBR,2020-07-24,1454
United Kingdom,GBR,2020-07-25,1402
United Kingdom,GBR,2020-07-26,1384
United Kingdom,GBR,2020-07-27,1371
United Kingdom,GBR,2020-07-28,1370
United Kingdom,GBR,2020-07-29,1351
United Kingdom,GBR,2020-07-30,1315
United Kingdom,GBR,2020-07-31,1267
United Kingdom,GBR,2020-08-01,1291
United Kingdom,GBR,2020-08-02,1255
United Kingdom,GBR,2020-08-03,1252
United Kingdom,GBR,2020-08-04,1217
United Kingdom,GBR,2020-08-05,1201
United Kingdom,GBR,2020-08-06,1156
United Kingdom,GBR,2020-08-07,1095
United Kingdom,GBR,2020-08-08,1028
United Kingdom,GBR,2020-08-09,984
United Kingdom,GBR,2020-08-10,1088
United Kingdom,GBR,2020-08-11,1040
United Kingdom,GBR,2020-08-12,1005
United Kingdom,GBR,2020-08-13,1009
United Kingdom,GBR,2020-08-14,996
United Kingdom,GBR,2020-08-15,975
United Kingdom,GBR,2020-08-16,980
United Kingdom,GBR,2020-08-17,983
United Kingdom,GBR,2020-08-18,954
United Kingdom,GBR,2020-08-19,925
United Kingdom,GBR,2020-08-20,910
United Kingdom,GBR,2020-08-21,889
United Kingdom,GBR,2020-08-22,944
United Kingdom,GBR,2020-08-23,871
United Kingdom,GBR,2020-08-24,877
United Kingdom,GBR,2020-08-25,845
United Kingdom,GBR,2020-08-26,830
United Kingdom,GBR,2020-08-27,841
United Kingdom,GBR,2020-08-28,819
United Kingdom,GBR,2020-08-29,834
United Kingdom,GBR,2020-08-30,832
United Kingdom,GBR,2020-08-31,855
United Kingdom,GBR,2020-09-01,862
United Kingdom,GBR,2020-09-02,804
United Kingdom,GBR,2020-09-03,818
United Kingdom,GBR,2020-09-04,819
United Kingdom,GBR,2020-09-05,813
United Kingdom,GBR,2020-09-06,818
United Kingdom,GBR,2020-09-07,903
United Kingdom,GBR,2020-09-08,895
United Kingdom,GBR,2020-09-09,925
United Kingdom,GBR,2020-09-10,945
United Kingdom,GBR,2020-09-11,771
United Kingdom,GBR,2020-09-12,813
United Kingdom,GBR,2020-09-13,844
United Kingdom,GBR,2020-09-14,983
United Kingdom,GBR,2020-09-15,1067
United Kingdom,GBR,2020-09-16,1107
United Kingdom,GBR,2020-09-17,1163
United Kingdom,GBR,2020-09-18,1222
United Kingdom,GBR,2020-09-19,1301
United Kingdom,GBR,2020-09-20,1399
United Kingdom,GBR,2020-09-21,1559
United Kingdom,GBR,2020-09-22,1637
United Kingdom,GBR,2020-09-23,1731
United Kingdom,GBR,2020-09-24,1847
United Kingdom,GBR,2020-09-25,2021
United Kingdom,GBR,2020-09-26,2034
United Kingdom,GBR,2020-09-27,2189
United Kingdom,GBR,2020-09-28,2400
United Kingdom,GBR,2020-09-29,2421
United Kingdom,GBR,2020-09-30,2531
United Kingdom,GBR,2020-10-01,2593
United Kingdom,GBR,2020-10-02,2724
United Kingdom,GBR,2020-10-03,2868
United Kingdom,GBR,2020-10-04,3057
United Kingdom,GBR,2020-10-05,3371
United Kingdom,GBR,2020-10-06,3643
United Kingdom,GBR,2020-10-07,3894
United Kingdom,GBR,2020-10-08,4086
United Kingdom,GBR,2020-10-09,4171
United Kingdom,GBR,2020-10-10,4359
United Kingdom,GBR,2020-10-11,4671
United Kingdom,GBR,2020-10-12,4960
United Kingdom,GBR,2020-10-13,5294
United Kingdom,GBR,2020-10-14,5599
United Kingdom,GBR,2020-10-15,5934
United Kingdom,GBR,2020-10-16,6297
United Kingdom,GBR,2020-10-17,6546
United Kingdom,GBR,2020-10-18,6830
United Kingdom,GBR,2020-10-19,7335
United Kingdom,GBR,2020-10-20,7853
United Kingdom,GBR,2020-10-21,8133
United Kingdom,GBR,2020-10-22,8312
United Kingdom,GBR,2020-10-23,8887
United Kingdom,GBR,2020-10-24,9263
United Kingdom,GBR,2020-10-25,9787
United Kingdom,GBR,2020-10-26,10109
United Kingdom,GBR,2020-10-27,10939
United Kingdom,GBR,2020-10-28,11435
United Kingdom,GBR,2020-10-29,11584
United Kingdom,GBR,2020-10-30,11789
United Kingdom,GBR,2020-10-31,12311
United Kingdom,GBR,2020-11-01,12231
United Kingdom,GBR,2020-11-02,13106
